起站,訖站,全票票價,敬老卡愛心卡愛心陪伴卡及新北市兒童優惠票價,臺北市兒童優惠票價,距離
海山,信義安和,40,16,24,15.7
海山,大安,40,16,24,14.71
海山,大安森林公園,35,14,21,13.92
海山,北門,30,12,18,10.93
海山,中山,35,14,21,12.12
海山,松江南京,35,14,21,13.42
海山,南京復興,40,16,24,14.41
海山,台北小巨蛋,40,16,24,15.35
海山,南京三民,40,16,24,16.55
海山,松山,45,18,27,17.9
海山,輔大,30,12,18,9.25
海山,新莊,25,10,15,7.51
海山,頭前庄,25,10,15,6.49
海山,先嗇宮,25,10,15,7.76
海山,三重,30,12,18,9.49
海山,菜寮,30,12,18,10.35
海山,台北橋,35,14,21,11.34
海山,大橋頭,35,14,21,12.67
海山,民權西路,35,14,21,13.2
海山,中山國小,35,14,21,13.91
海山,行天宮,40,16,24,14.22
海山,松江南京,35,14,21,13.42
海山,忠孝新生,35,14,21,13.08
海山,東門,35,14,21,13.26
海山,蘆洲,45,18,27,18.69
海山,三民高中,45,18,27,17.52
海山,徐匯中學,40,16,24,16.62
海山,三和國中,40,16,24,15.78
海山,三重國小,40,16,24,14.55
海山,迴龍,35,14,21,12.02
海山,丹鳳,30,12,18,10.61
海山,大坪林,35,14,21,13.2
海山,十四張,35,14,21,11.65
海山,秀朗橋,30,12,18,10.76
海山,景平,30,12,18,9.86
海山,景安,30,12,18,8.77
海山,中和,25,10,15,7.25
海山,橋和,25,10,15,6.62
海山,中原,25,10,15,5.88
海山,板新,20,8,12,4.47
海山,板橋,20,8,12,3.58
海山,新埔民生,20,8,12,4.86
海山,頭前庄,25,10,15,6.49
海山,幸福,25,10,15,7.64
海山,新北產業園區,30,12,18,8.89
亞東醫院,松山機場,40,16,24,15.18
亞東醫院,中山國中,35,14,21,13.7
亞東醫院,南京復興,35,14,21,12.77
亞東醫院,忠孝復興,35,14,21,12.56
亞東醫院,大安,35,14,21,13.07
亞東醫院,科技大樓,35,14,21,13.81
亞東醫院,六張犁,40,16,24,14.95
亞東醫院,麟光,40,16,24,15.77
亞東醫院,辛亥,45,18,27,17.36
亞東醫院,萬芳醫院,45,18,27,18.13
亞東醫院,萬芳社區,45,18,27,19.27
亞東醫院,木柵,45,18,27,19.78
亞東醫院,動物園,50,20,30,20.46
亞東醫院,大直,45,18,27,17.76
亞東醫院,劍南路,45,18,27,19.09
亞東醫院,西湖,50,20,30,20.37
亞東醫院,港墘,50,20,30,21.2
亞東醫院,文德,50,20,30,22.21
亞東醫院,內湖,55,22,33,23.34
亞東醫院,大湖公園,55,22,33,24.21
亞東醫院,葫洲,55,22,33,23.01
亞東醫院,東湖,50,20,30,22.16
亞東醫院,南港軟體園區,50,20,30,21.12
亞東醫院,南港展覽館,50,20,30,20.47
亞東醫院,小碧潭,40,16,24,14.35
亞東醫院,新店,40,16,24,14.41
亞東醫院,新店區公所,35,14,21,13.3
亞東醫院,七張,35,14,21,12.4
亞東醫院,大坪林,35,14,21,11.55
亞東醫院,景美,35,14,21,12.7
亞東醫院,萬隆,35,14,21,13.76
亞東醫院,公館,35,14,21,12.76
亞東醫院,台電大樓,35,14,21,11.86
亞東醫院,古亭,30,12,18,10.98
亞東醫院,中正紀念堂,30,12,18,10.05
亞東醫院,小南門,30,12,18,9.29
亞東醫院,頂溪,30,12,18,9.54
亞東醫院,永安市場,30,12,18,8.21
亞東醫院,景安,25,10,15,7.13
亞東醫院,南勢角,25,10,15,7.94
亞東醫院,台大醫院,30,12,18,10.45
亞東醫院,台北車站,30,12,18,9.82
亞東醫院,台北車站,30,12,18,9.82
亞東醫院,中山,30,12,18,10.48
亞東醫院,雙連,35,14,21,11.03
亞東醫院,民權西路,35,14,21,11.56
亞東醫院,圓山,35,14,21,12.59
亞東醫院,劍潭,40,16,24,14.11
亞東醫院,士林,40,16,24,15.2
亞東醫院,芝山,40,16,24,16.3
亞東醫院,明德,45,18,27,17.18
亞東醫院,石牌,45,18,27,17.78
亞東醫院,唭哩岸,45,18,27,19.04
亞東醫院,奇岩,45,18,27,19.87
亞東醫院,北投,50,20,30,20.63
亞東醫院,新北投,50,20,30,21.66
亞東醫院,復興崗,50,20,30,22.24
亞東醫院,忠義,55,22,33,23.69
亞東醫院,關渡,55,22,33,24.56
亞東醫院,竹圍,55,22,33,26.7
亞東醫院,紅樹林,60,24,36,28.61
亞東醫院,淡水,60,24,36,30.7
亞東醫院,頂埔,25,10,15,6.17
亞東醫院,永寧,20,8,12,4.22
亞東醫院,土城,20,8,12,3.11
亞東醫院,海山,20,8,12,1.64
亞東醫院,亞東醫院,20,8,12,0
亞東醫院,府中,20,8,12,1.28
亞東醫院,板橋,20,8,12,1.93
亞東醫院,新埔,20,8,12,3.21
亞東醫院,江子翠,20,8,12,4.08
亞東醫院,龍山寺,25,10,15,7.16
亞東醫院,西門,30,12,18,8.47
亞東醫院,善導寺,30,12,18,10.5
亞東醫院,忠孝新生,35,14,21,11.44
亞東醫院,忠孝復興,35,14,21,12.56
亞東醫院,忠孝敦化,35,14,21,13.23
亞東醫院,國父紀念館,35,14,21,13.95
亞東醫院,市政府,40,16,24,14.8
亞東醫院,永春,40,16,24,15.78
亞東醫院,後山埤,40,16,24,16.6
亞東醫院,昆陽,45,18,27,17.96
亞東醫院,南港,45,18,27,19.38
亞東醫院,南港展覽館,50,20,30,20.47
亞東醫院,象山,40,16,24,15.78
亞東醫院,台北101/世貿,40,16,24,15.05
亞東醫院,信義安和,40,16,24,14.06
亞東醫院,大安,35,14,21,13.07
亞東醫院,大安森林公園,35,14,21,12.28
亞東醫院,北門,30,12,18,9.28
亞東醫院,中山,30,12,18,10.48
亞東醫院,松江南京,35,14,21,11.78
亞東醫院,南京復興,35,14,21,12.77
亞東醫院,台北小巨蛋,35,14,21,13.71
亞東醫院,南京三民,40,16,24,14.9
亞東醫院,松山,40,16,24,16.26
亞東醫院,輔大,25,10,15,7.6
亞東醫院,新莊,25,10,15,5.86
亞東醫院,頭前庄,20,8,12,4.85
亞東醫院,先嗇宮,25,10,15,6.12
亞東醫院,三重,25,10,15,7.84
亞東醫院,菜寮,30,12,18,8.71
亞東醫院,台北橋,30,12,18,9.7
亞東醫院,大橋頭,35,14,21,11.03
亞東醫院,民權西路,35,14,21,11.56
亞東醫院,中山國小,35,14,21,12.27
亞東醫院,行天宮,35,14,21,12.57
亞東醫院,松江南京,35,14,21,11.78
亞東醫院,忠孝新生,35,14,21,11.44
亞東醫院,東門,35,14,21,11.61
亞東醫院,蘆洲,45,18,27,17.04
亞東醫院,三民高中,40,16,24,15.88
亞東醫院,徐匯中學,40,16,24,14.97
亞東醫院,三和國中,40,16,24,14.14
亞東醫院,三重國小,35,14,21,12.91
亞東醫院,迴龍,30,12,18,10.37
亞東醫院,丹鳳,30,12,18,8.97
亞東醫院,大坪林,35,14,21,11.55
亞東醫院,十四張,30,12,18,10
亞東醫院,秀朗橋,30,12,18,9.12
亞東醫院,景平,30,12,18,8.21
亞東醫院,景安,25,10,15,7.13
亞東醫院,中和,25,10,15,5.6
亞東醫院,橋和,20,8,12,4.97
亞東醫院,中原,20,8,12,4.23
亞東醫院,板新,20,8,12,2.83
亞東醫院,板橋,20,8,12,1.93
亞東醫院,新埔民生,20,8,12,3.21
亞東醫院,頭前庄,20,8,12,4.85
亞東醫院,幸福,25,10,15,6
亞東醫院,新北產業園區,25,10,15,7.24
府中,松山機場,35,14,21,13.89
府中,中山國中,35,14,21,12.42
府中,南京復興,35,14,21,11.49
府中,忠孝復興,35,14,21,11.28
府中,大安,35,14,21,11.79
府中,科技大樓,35,14,21,12.53
府中,六張犁,35,14,21,13.67
府中,麟光,40,16,24,14.49
府中,辛亥,40,16,24,16.08
府中,萬芳醫院,40,16,24,16.84
府中,萬芳社區,45,18,27,17.99
府中,木柵,45,18,27,18.5
府中,動物園,45,18,27,19.18
府中,大直,40,16,24,16.48
府中,劍南路,45,18,27,17.81
府中,西湖,45,18,27,19.09
府中,港墘,45,18,27,19.92
府中,文德,50,20,30,20.93
府中,內湖,50,20,30,22.06
府中,大湖公園,50,20,30,22.93
府中,葫洲,50,20,30,21.73
府中,東湖,50,20,30,20.88
府中,南港軟體園區,45,18,27,19.84
府中,南港展覽館,45,18,27,19.19
府中,小碧潭,35,14,21,13.07
府中,新店,35,14,21,13.13
府中,新店區公所,35,14,21,12.02
府中,七張,35,14,21,11.12
府中,大坪林,30,12,18,10.27
府中,景美,35,14,21,11.42
府中,萬隆,35,14,21,12.48
府中,公館,35,14,21,11.48
府中,台電大樓,30,12,18,10.58
府中,古亭,30,12,18,9.7
府中,中正紀念堂,30,12,18,8.77
府中,小南門,30,12,18,8.01
府中,頂溪,30,12,18,8.26
府中,永安市場,25,10,15,6.93
府中,景安,25,10,15,5.85
府中,南勢角,25,10,15,6.66
府中,台大醫院,30,12,18,9.17
府中,台北車站,30,12,18,8.54
府中,台北車站,30,12,18,8.54
府中,中山,30,12,18,9.2
府中,雙連,30,12,18,9.75
府中,民權西路,30,12,18,10.28
府中,圓山,35,14,21,11.31
府中,劍潭,35,14,21,12.83
府中,士林,35,14,21,13.92
府中,芝山,40,16,24,15.02
府中,明德,40,16,24,15.9
府中,石牌,40,16,24,16.5
府中,唭哩岸,45,18,27,17.76
府中,奇岩,45,18,27,18.59
府中,北投,45,18,27,19.35
府中,新北投,50,20,30,20.38
府中,復興崗,50,20,30,20.96
府中,忠義,50,20,30,22.41
府中,關渡,55,22,33,23.28
府中,竹圍,55,22,33,25.42
府中,紅樹林,60,24,36,27.33
府中,淡水,60,24,36,29.42
府中,頂埔,25,10,15,7.45
府中,永寧,25,10,15,5.5
府中,土城,20,8,12,4.39
府中,海山,20,8,12,2.93
府中,亞東醫院,20,8,12,1.28
府中,府中,20,8,12,0
府中,板橋,20,8,12,0.65
府中,新埔,20,8,12,1.93
府中,江子翠,20,8,12,2.8
府中,龍山寺,25,10,15,5.88
府中,西門,25,10,15,7.19
府中,善導寺,30,12,18,9.22
府中,忠孝新生,30,12,18,10.16
府中,忠孝復興,35,14,21,11.28
府中,忠孝敦化,35,14,21,11.94
府中,國父紀念館,35,14,21,12.67
府中,市政府,35,14,21,13.51
府中,永春,40,16,24,14.5
府中,後山埤,40,16,24,15.32
府中,昆陽,40,16,24,16.68
府中,南港,45,18,27,18.1
府中,南港展覽館,45,18,27,19.19
府中,象山,40,16,24,14.5
府中,台北101/世貿,35,14,21,13.77
府中,信義安和,35,14,21,12.77
府中,大安,35,14,21,11.79
府中,大安森林公園,30,12,18,11
府中,北門,30,12,18,8.01
府中,中山,30,12,18,9.2
府中,松江南京,30,12,18,10.49
府中,南京復興,35,14,21,11.49
府中,台北小巨蛋,35,14,21,12.42
府中,南京三民,35,14,21,13.62
府中,松山,40,16,24,14.97
府中,輔大,25,10,15,6.32
府中,新莊,20,8,12,4.58
府中,頭前庄,20,8,12,3.56
府中,先嗇宮,20,8,12,4.84
府中,三重,25,10,15,6.56
府中,菜寮,25,10,15,7.43
府中,台北橋,30,12,18,8.42
府中,大橋頭,30,12,18,9.75
府中,民權西路,30,12,18,10.28
府中,中山國小,30,12,18,10.99
府中,行天宮,35,14,21,11.29
府中,松江南京,30,12,18,10.49
府中,忠孝新生,30,12,18,10.16
府中,東門,30,12,18,10.33
府中,蘆洲,40,16,24,15.76
府中,三民高中,40,16,24,14.59
府中,徐匯中學,35,14,21,13.69
府中,三和國中,35,14,21,12.86
府中,三重國小,35,14,21,11.63
府中,迴龍,30,12,18,9.09
府中,丹鳳,25,10,15,7.69
府中,大坪林,30,12,18,10.27
府中,十四張,30,12,18,8.72
府中,秀朗橋,25,10,15,7.83
府中,景平,25,10,15,6.93
府中,景安,25,10,15,5.85
府中,中和,20,8,12,4.32
府中,橋和,20,8,12,3.69
府中,中原,20,8,12,2.95
府中,板新,20,8,12,1.55
府中,板橋,20,8,12,0.65
府中,新埔民生,20,8,12,1.93
府中,頭前庄,20,8,12,3.56
府中,幸福,20,8,12,4.72
府中,新北產業園區,25,10,15,5.96
板橋,松山機場,35,14,21,13.24
板橋,中山國中,35,14,21,11.76
板橋,南京復興,30,12,18,10.83
板橋,忠孝復興,30,12,18,10.63
板橋,大安,35,14,21,11.13
板橋,科技大樓,35,14,21,11.88
板橋,六張犁,35,14,21,13.01
板橋,麟光,35,14,21,13.83
板橋,辛亥,40,16,24,15.43
板橋,萬芳醫院,40,16,24,16.19
板橋,萬芳社區,45,18,27,17.33
板橋,木柵,45,18,27,17.85
板橋,動物園,45,18,27,18.53
板橋,大直,40,16,24,15.83
板橋,劍南路,45,18,27,17.16
板橋,西湖,45,18,27,18.44
板橋,港墘,45,18,27,19.27
板橋,文德,50,20,30,20.28
板橋,內湖,50,20,30,21.41
板橋,大湖公園,50,20,30,22.28
板橋,葫洲,50,20,30,21.08
板橋,東湖,50,20,30,20.22
板橋,南港軟體園區,45,18,27,19.18
板橋,南港展覽館,45,18,27,18.54
板橋,小碧潭,35,14,21,12.41
板橋,新店,35,14,21,12.48
板橋,新店區公所,35,14,21,11.37
板橋,七張,30,12,18,10.47
板橋,大坪林,30,12,18,9.62
板橋,景美,30,12,18,10.77
板橋,萬隆,35,14,21,11.83
板橋,公館,30,12,18,10.83
板橋,台電大樓,30,12,18,9.93
板橋,古亭,30,12,18,9.05
板橋,中正紀念堂,30,12,18,8.12
板橋,小南門,25,10,15,7.36
板橋,頂溪,25,10,15,7.61
板橋,永安市場,25,10,15,6.28
板橋,景安,25,10,15,5.2
板橋,南勢角,25,10,15,6.01
板橋,台大醫院,30,12,18,8.52
板橋,台北車站,25,10,15,7.89
板橋,台北車站,25,10,15,7.89
板橋,中山,30,12,18,8.55
板橋,雙連,30,12,18,9.1
板橋,民權西路,30,12,18,9.63
板橋,圓山,30,12,18,10.66
板橋,劍潭,35,14,21,12.18
板橋,士林,35,14,21,13.27
板橋,芝山,40,16,24,14.37
板橋,明德,40,16,24,15.25
板橋,石牌,40,16,24,15.85
板橋,唭哩岸,45,18,27,17.11
板橋,奇岩,45,18,27,17.94
板橋,北投,45,18,27,18.7
板橋,新北投,45,18,27,19.73
板橋,復興崗,50,20,30,20.31
板橋,忠義,50,20,30,21.76
板橋,關渡,50,20,30,22.63
板橋,竹圍,55,22,33,24.77
板橋,紅樹林,55,22,33,26.68
板橋,淡水,60,24,36,28.77
板橋,頂埔,30,12,18,8.1
板橋,永寧,25,10,15,6.15
板橋,土城,25,10,15,5.04
板橋,海山,20,8,12,3.58
板橋,亞東醫院,20,8,12,1.93
板橋,府中,20,8,12,0.65
板橋,板橋,20,8,12,0
板橋,新埔,20,8,12,1.28
板橋,江子翠,20,8,12,2.14
板橋,龍山寺,25,10,15,5.22
板橋,西門,25,10,15,6.54
板橋,善導寺,30,12,18,8.57
板橋,忠孝新生,30,12,18,9.51
板橋,忠孝復興,30,12,18,10.63
板橋,忠孝敦化,35,14,21,11.29
板橋,國父紀念館,35,14,21,12.02
板橋,市政府,35,14,21,12.86
板橋,永春,35,14,21,13.85
板橋,後山埤,40,16,24,14.66
板橋,昆陽,40,16,24,16.03
板橋,南港,45,18,27,17.45
板橋,南港展覽館,45,18,27,18.54
板橋,象山,35,14,21,13.85
板橋,台北101/世貿,35,14,21,13.12
板橋,信義安和,35,14,21,12.12
板橋,大安,35,14,21,11.13
板橋,大安森林公園,30,12,18,10.35
板橋,北門,25,10,15,7.35
板橋,中山,30,12,18,8.55
板橋,松江南京,30,12,18,9.84
板橋,南京復興,30,12,18,10.83
板橋,台北小巨蛋,35,14,21,11.77
板橋,南京三民,35,14,21,12.97
板橋,松山,40,16,24,14.32
板橋,輔大,25,10,15,5.67
板橋,新莊,20,8,12,3.93
板橋,頭前庄,20,8,12,2.91
板橋,先嗇宮,20,8,12,4.19
板橋,三重,25,10,15,5.91
板橋,菜寮,25,10,15,6.78
板橋,台北橋,25,10,15,7.77
板橋,大橋頭,30,12,18,9.1
板橋,民權西路,30,12,18,9.63
板橋,中山國小,30,12,18,10.34
板橋,行天宮,30,12,18,10.64
板橋,松江南京,30,12,18,9.84
板橋,忠孝新生,30,12,18,9.51
板橋,東門,30,12,18,9.68
板橋,蘆洲,40,16,24,15.11
板橋,三民高中,35,14,21,13.94
板橋,徐匯中學,35,14,21,13.04
板橋,三和國中,35,14,21,12.21
板橋,三重國小,30,12,18,10.97
板橋,迴龍,30,12,18,8.44
板橋,丹鳳,25,10,15,7.04
板橋,大坪林,30,12,18,9.62
板橋,十四張,30,12,18,8.07
板橋,秀朗橋,25,10,15,7.18
板橋,景平,25,10,15,6.28
板橋,景安,25,10,15,5.2
板橋,中和,20,8,12,3.67
板橋,橋和,20,8,12,3.04
板橋,中原,20,8,12,2.3
板橋,板新,20,8,12,0.89
板橋,板橋,20,8,12,0
板橋,新埔民生,20,8,12,1.28
板橋,頭前庄,20,8,12,2.91
板橋,幸福,20,8,12,4.07
板橋,新北產業園區,25,10,15,5.31
新埔,松山機場,35,14,21,11.96
新埔,中山國中,30,12,18,10.49
新埔,南京復興,30,12,18,9.56
新埔,忠孝復興,30,12,18,9.35
新埔,大安,30,12,18,9.86
新埔,科技大樓,30,12,18,10.6
新埔,六張犁,35,14,21,11.74
新埔,麟光,35,14,21,12.56
新埔,辛亥,40,16,24,14.15
新埔,萬芳醫院,40,16,24,14.91
新埔,萬芳社區,40,16,24,16.06
新埔,木柵,40,16,24,16.57
新埔,動物園,45,18,27,17.25
新埔,大直,40,16,24,14.55
新埔,劍南路,40,16,24,15.88
新埔,西湖,45,18,27,17.16
新埔,港墘,45,18,27,17.99
新埔,文德,45,18,27,19
新埔,內湖,50,20,30,20.13
新埔,大湖公園,50,20,30,21
新埔,葫洲,45,18,27,19.8
新埔,東湖,45,18,27,18.95
新埔,南港軟體園區,45,18,27,17.91
新埔,南港展覽館,45,18,27,17.26
新埔,小碧潭,35,14,21,13.69
新埔,新店,35,14,21,13.76
新埔,新店區公所,35,14,21,12.65
新埔,七張,35,14,21,11.75
新埔,大坪林,30,12,18,10.9
新埔,景美,35,14,21,12.05
新埔,萬隆,35,14,21,11.11
新埔,公館,30,12,18,9.55
新埔,台電大樓,30,12,18,8.65
新埔,古亭,25,10,15,7.77
新埔,中正紀念堂,25,10,15,6.84
新埔,小南門,25,10,15,6.08
新埔,頂溪,30,12,18,8.88
新埔,永安市場,25,10,15,7.55
新埔,景安,25,10,15,6.47
新埔,南勢角,25,10,15,7.28
新埔,台大醫院,25,10,15,7.24
新埔,台北車站,25,10,15,6.61
新埔,台北車站,25,10,15,6.61
新埔,中山,25,10,15,7.27
新埔,雙連,25,10,15,7.82
新埔,民權西路,30,12,18,8.35
新埔,圓山,30,12,18,9.38
新埔,劍潭,30,12,18,10.9
新埔,士林,35,14,21,11.99
新埔,芝山,35,14,21,13.09
新埔,明德,35,14,21,13.97
新埔,石牌,40,16,24,14.57
新埔,唭哩岸,40,16,24,15.83
新埔,奇岩,40,16,24,16.66
新埔,北投,45,18,27,17.42
新埔,新北投,45,18,27,18.45
新埔,復興崗,45,18,27,19.03
新埔,忠義,50,20,30,20.48
新埔,關渡,50,20,30,21.35
新埔,竹圍,55,22,33,23.49
新埔,紅樹林,55,22,33,25.4
新埔,淡水,60,24,36,27.49
新埔,頂埔,30,12,18,9.38
新埔,永寧,25,10,15,7.43
新埔,土城,25,10,15,6.32
新埔,海山,20,8,12,4.86
新埔,亞東醫院,20,8,12,3.21
新埔,府中,20,8,12,1.93
新埔,板橋,20,8,12,1.28
新埔,新埔,20,8,12,0
新埔,江子翠,20,8,12,0.87
新埔,龍山寺,20,8,12,3.95
新埔,西門,25,10,15,5.26
新埔,善導寺,25,10,15,7.29
新埔,忠孝新生,30,12,18,8.23
新埔,忠孝復興,30,12,18,9.35
新埔,忠孝敦化,30,12,18,10.01
新埔,國父紀念館,30,12,18,10.74
新埔,市政府,35,14,21,11.58
新埔,永春,35,14,21,12.57
新埔,後山埤,35,14,21,13.39
新埔,昆陽,40,16,24,14.75
新埔,南港,40,16,24,16.17
新埔,南港展覽館,45,18,27,17.26
新埔,象山,35,14,21,12.57
新埔,台北101/世貿,35,14,21,11.84
新埔,信義安和,30,12,18,10.84
新埔,大安,30,12,18,9.86
新埔,大安森林公園,30,12,18,9.07
新埔,北門,25,10,15,6.07
新埔,中山,25,10,15,7.27
新埔,松江南京,30,12,18,8.56
新埔,南京復興,30,12,18,9.56
新埔,台北小巨蛋,30,12,18,10.49
新埔,南京三民,35,14,21,11.69
新埔,松山,35,14,21,13.04
新埔,輔大,20,8,12,4.39
新埔,新莊,20,8,12,2.65
新埔,頭前庄,20,8,12,1.63
新埔,先嗇宮,20,8,12,2.91
新埔,三重,20,8,12,4.63
新埔,菜寮,25,10,15,5.5
新埔,台北橋,25,10,15,6.49
新埔,大橋頭,25,10,15,7.82
新埔,民權西路,30,12,18,8.35
新埔,中山國小,30,12,18,9.06
新埔,行天宮,30,12,18,9.36
新埔,松江南京,30,12,18,8.56
新埔,忠孝新生,30,12,18,8.23
新埔,東門,30,12,18,8.4
新埔,蘆洲,35,14,21,13.83
新埔,三民高中,35,14,21,12.66
新埔,徐匯中學,35,14,21,11.76
新埔,三和國中,30,12,18,10.93
新埔,三重國小,30,12,18,9.7
新埔,迴龍,25,10,15,7.16
新埔,丹鳳,25,10,15,5.76
新埔,大坪林,30,12,18,10.9
新埔,十四張,30,12,18,9.35
新埔,秀朗橋,30,12,18,8.46
新埔,景平,25,10,15,7.56
新埔,景安,25,10,15,6.47
新埔,中和,20,8,12,4.95
新埔,橋和,20,8,12,4.32
新埔,中原,20,8,12,3.58
新埔,板新,20,8,12,2.17
新埔,板橋,20,8,12,1.28
新埔,新埔民生,20,8,12,0
新埔,頭前庄,20,8,12,1.63
新埔,幸福,20,8,12,2.79
新埔,新北產業園區,20,8,12,4.03
江子翠,松山機場,35,14,21,11.1
江子翠,中山國中,30,12,18,9.62
江子翠,南京復興,30,12,18,8.69
江子翠,忠孝復興,30,12,18,8.48
江子翠,大安,30,12,18,8.99
江子翠,科技大樓,30,12,18,9.74
江子翠,六張犁,30,12,18,10.87
江子翠,麟光,35,14,21,11.69
江子翠,辛亥,35,14,21,13.29
江子翠,萬芳醫院,40,16,24,14.05
江子翠,萬芳社區,40,16,24,15.19
江子翠,木柵,40,16,24,15.71
江子翠,動物園,40,16,24,16.39
江子翠,大直,35,14,21,13.69
江子翠,劍南路,40,16,24,15.01
江子翠,西湖,40,16,24,16.3
江子翠,港墘,45,18,27,17.13
江子翠,文德,45,18,27,18.14
江子翠,內湖,45,18,27,19.27
江子翠,大湖公園,50,20,30,20.13
江子翠,葫洲,45,18,27,18.93
江子翠,東湖,45,18,27,18.08
江子翠,南港軟體園區,45,18,27,17.04
江子翠,南港展覽館,40,16,24,16.4
江子翠,小碧潭,40,16,24,14.56
江子翠,新店,40,16,24,14.62
江子翠,新店區公所,35,14,21,13.51
江子翠,七張,35,14,21,12.61
江子翠,大坪林,35,14,21,11.76
江子翠,景美,35,14,21,11.31
江子翠,萬隆,30,12,18,10.25
江子翠,公館,30,12,18,8.69
江子翠,台電大樓,25,10,15,7.79
江子翠,古亭,25,10,15,6.91
江子翠,中正紀念堂,25,10,15,5.98
江子翠,小南門,25,10,15,5.21
江子翠,頂溪,30,12,18,9.05
江子翠,永安市場,30,12,18,8.42
江子翠,景安,25,10,15,7.34
江子翠,南勢角,30,12,18,8.15
江子翠,台大醫院,25,10,15,6.37
江子翠,台北車站,25,10,15,5.74
江子翠,台北車站,25,10,15,5.74
江子翠,中山,25,10,15,6.4
江子翠,雙連,25,10,15,6.95
江子翠,民權西路,25,10,15,7.48
江子翠,圓山,30,12,18,8.51
江子翠,劍潭,30,12,18,10.03
江子翠,士林,35,14,21,11.12
江子翠,芝山,35,14,21,12.22
江子翠,明德,35,14,21,13.1
江子翠,石牌,35,14,21,13.7
江子翠,唭哩岸,40,16,24,14.96
江子翠,奇岩,40,16,24,15.79
江子翠,北投,40,16,24,16.55
江子翠,新北投,45,18,27,17.58
江子翠,復興崗,45,18,27,18.16
江子翠,忠義,45,18,27,19.61
江子翠,關渡,50,20,30,20.48
江子翠,竹圍,50,20,30,22.62
江子翠,紅樹林,55,22,33,24.53
江子翠,淡水,55,22,33,26.62
江子翠,頂埔,30,12,18,10.24
江子翠,永寧,30,12,18,8.3
江子翠,土城,25,10,15,7.19
江子翠,海山,25,10,15,5.72
江子翠,亞東醫院,20,8,12,4.08
江子翠,府中,20,8,12,2.8
江子翠,板橋,20,8,12,2.14
江子翠,新埔,20,8,12,0.87
江子翠,江子翠,20,8,12,0
江子翠,龍山寺,20,8,12,3.08
江子翠,西門,20,8,12,4.39
江子翠,善導寺,25,10,15,6.43
江子翠,忠孝新生,25,10,15,7.36
江子翠,忠孝復興,30,12,18,8.48
江子翠,忠孝敦化,30,12,18,9.15
江子翠,國父紀念館,30,12,18,9.88
江子翠,市政府,30,12,18,10.72
江子翠,永春,35,14,21,11.71
江子翠,後山埤,35,14,21,12.52
江子翠,昆陽,35,14,21,13.88
江子翠,南港,40,16,24,15.31
江子翠,南港展覽館,40,16,24,16.4
江子翠,象山,35,14,21,11.71
江子翠,台北101/世貿,30,12,18,10.97
江子翠,信義安和,30,12,18,9.98
江子翠,大安,30,12,18,8.99
江子翠,大安森林公園,30,12,18,8.2
江子翠,北門,25,10,15,5.21
江子翠,中山,25,10,15,6.4
江子翠,松江南京,25,10,15,7.7
江子翠,南京復興,30,12,18,8.69
江子翠,台北小巨蛋,30,12,18,9.63
江子翠,南京三民,30,12,18,10.83
江子翠,松山,35,14,21,12.18
江子翠,輔大,25,10,15,5.26
江子翠,新莊,20,8,12,3.52
江子翠,頭前庄,20,8,12,2.5
江子翠,先嗇宮,20,8,12,3.77
江子翠,三重,25,10,15,5.5
江子翠,菜寮,25,10,15,6.36
江子翠,台北橋,25,10,15,7.35
江子翠,大橋頭,30,12,18,8.14
江子翠,民權西路,25,10,15,7.48
江子翠,中山國小,30,12,18,8.19
江子翠,行天宮,30,12,18,8.5
江子翠,松江南京,25,10,15,7.7
江子翠,忠孝新生,25,10,15,7.36
江子翠,東門,25,10,15,7.54
江子翠,蘆洲,40,16,24,14.15
江子翠,三民高中,35,14,21,12.99
江子翠,徐匯中學,35,14,21,12.09
江子翠,三和國中,35,14,21,11.25
江子翠,三重國小,30,12,18,10.02
江子翠,迴龍,30,12,18,8.03
江子翠,丹鳳,25,10,15,6.62
江子翠,大坪林,35,14,21,11.76
江子翠,十四張,30,12,18,10.21
江子翠,秀朗橋,30,12,18,9.33
江子翠,景平,30,12,18,8.42
江子翠,景安,25,10,15,7.34
江子翠,中和,25,10,15,5.81
江子翠,橋和,25,10,15,5.18
江子翠,中原,20,8,12,4.44
江子翠,板新,20,8,12,3.04
江子翠,板橋,20,8,12,2.14
江子翠,新埔民生,20,8,12,0.87
江子翠,頭前庄,20,8,12,2.5
江子翠,幸福,20,8,12,3.65
江子翠,新北產業園區,20,8,12,4.9
龍山寺,松山機場,30,12,18,8.02
龍山寺,中山國中,25,10,15,6.54
龍山寺,南京復興,25,10,15,5.61
龍山寺,忠孝復興,25,10,15,5.4
龍山寺,大安,25,10,15,5.91
龍山寺,科技大樓,25,10,15,6.66
龍山寺,六張犁,25,10,15,7.79
龍山寺,麟光,30,12,18,8.61
龍山寺,辛亥,30,12,18,10.21
龍山寺,萬芳醫院,30,12,18,10.97
龍山寺,萬芳社區,35,14,21,12.11
龍山寺,木柵,35,14,21,12.63
龍山寺,動物園,35,14,21,13.31
龍山寺,大直,30,12,18,10.61
龍山寺,劍南路,35,14,21,11.93
龍山寺,西湖,35,14,21,13.22
龍山寺,港墘,40,16,24,14.05
龍山寺,文德,40,16,24,15.06
龍山寺,內湖,40,16,24,16.19
龍山寺,大湖公園,45,18,27,17.05
龍山寺,葫洲,40,16,24,15.85
